Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2023-05-08 00:05:10,2023-05-09 01:05:35,UTC+01:00,Have any caffeine? ,true,
2023-05-08 00:05:10,2023-05-09 01:05:35,UTC+01:00,Felt you had control over your life,true,
2023-05-08 00:05:10,2023-05-09 01:05:35,UTC+01:00,Experiencing COVID-19 symptoms,false,
2023-05-08 00:05:10,2023-05-09 01:05:35,UTC+01:00,Take creatine?,false,
2023-05-08 00:05:10,2023-05-09 01:05:35,UTC+01:00,Viewed a screen device in bed,false,
2023-05-08 00:05:10,2023-05-09 01:05:35,UTC+01:00,Feel energized throughout the day?,true,
2023-05-08 00:05:10,2023-05-09 01:05:35,UTC+01:00,Experiencing a fever,false,
2023-05-08 00:05:10,2023-05-09 01:05:35,UTC+01:00,Hydrated sufficiently,true,
2023-05-08 00:05:10,2023-05-09 01:05:35,UTC+01:00,See direct sunlight upon waking up?,true,
2023-05-08 00:05:10,2023-05-09 01:05:35,UTC+01:00,Spend time outdoors?,false,
2023-05-08 00:05:10,2023-05-09 01:05:35,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-05-08 00:05:10,2023-05-09 01:05:35,UTC+01:00,Felt recovered,false,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Travel on a plane?,false,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Have any alcoholic drinks?,false,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Felt nervous or anxious,false,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,See artificial light upon waking up?,true,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Experience bloating?,false,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Have any caffeine? ,false,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Felt you had control over your life,true,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Experiencing COVID-19 symptoms,true,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Take creatine?,false,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Viewed a screen device in bed,false,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Feel energized throughout the day?,true,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Experiencing a fever,true,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Hydrated sufficiently,true,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,See direct sunlight upon waking up?,false,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Spend time outdoors?,true,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-05-06 23:41:45,2023-05-08 00:05:10,UTC+01:00,Felt recovered,false,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Travel on a plane?,false,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Have any alcoholic drinks?,false,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Felt nervous or anxious,false,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,See artificial light upon waking up?,true,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Experience bloating?,false,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Have any caffeine? ,false,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Felt you had control over your life,true,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Experiencing COVID-19 symptoms,true,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Take creatine?,false,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Viewed a screen device in bed,true,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Feel energized throughout the day?,false,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Experiencing a fever,true,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Hydrated sufficiently,true,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,See direct sunlight upon waking up?,false,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Spend time outdoors?,false,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-05-06 00:13:00,2023-05-06 23:41:45,UTC+01:00,Felt recovered,false,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Travel on a plane?,false,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Have any alcoholic drinks?,false,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Felt nervous or anxious,false,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,See artificial light upon waking up?,false,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Experience bloating?,false,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Have any caffeine? ,false,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Felt you had control over your life,true,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Experiencing COVID-19 symptoms,true,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Take creatine?,false,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Viewed a screen device in bed,false,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Feel energized throughout the day?,false,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Experiencing a fever,true,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Hydrated sufficiently,true,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,See direct sunlight upon waking up?,false,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Spend time outdoors?,true,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-05-03 21:14:26,2023-05-05 00:00:00,UTC+01:00,Felt recovered,false,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Travel on a plane?,false,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Have any alcoholic drinks?,false,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Felt nervous or anxious,false,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,See artificial light upon waking up?,false,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Experience bloating?,false,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Have any caffeine? ,false,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Felt you had control over your life,true,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Experiencing COVID-19 symptoms,true,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Take creatine?,false,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Viewed a screen device in bed,false,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Feel energized throughout the day?,false,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Experiencing a fever,true,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Hydrated sufficiently,false,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,See direct sunlight upon waking up?,true,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Spend time outdoors?,true,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-05-01 00:24:50,2023-05-02 00:42:29,UTC+01:00,Felt recovered,false,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Travel on a plane?,false,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Have any alcoholic drinks?,false,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Felt nervous or anxious,false,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,See artificial light upon waking up?,true,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Experience bloating?,false,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Have any caffeine? ,true,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Felt you had control over your life,true,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Experiencing COVID-19 symptoms,false,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Take creatine?,true,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Viewed a screen device in bed,false,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Feel energized throughout the day?,true,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Experiencing a fever,false,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Hydrated sufficiently,true,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,See direct sunlight upon waking up?,false,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Spend time outdoors?,true,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-04-24 00:27:15,2023-04-24 22:14:21,UTC+01:00,Felt recovered,true,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Travel on a plane?,false,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Have any alcoholic drinks?,false,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Felt nervous or anxious,false,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,See artificial light upon waking up?,false,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Experience bloating?,false,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Have any caffeine? ,true,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Felt you had control over your life,true,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Experiencing COVID-19 symptoms,false,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Take creatine?,true,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Viewed a screen device in bed,false,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Feel energized throughout the day?,true,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Experiencing a fever,false,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Hydrated sufficiently,true,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,See direct sunlight upon waking up?,false,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Spend time outdoors?,false,
2023-04-19 23:08:58,2023-04-20 21:44:53,UTC+01:00,Felt recovered,true,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Travel on a plane?,false,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Have any alcoholic drinks?,false,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Felt nervous or anxious,false,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,See artificial light upon waking up?,false,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Experience bloating?,false,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Have any caffeine? ,true,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Experiencing COVID-19 symptoms,false,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Take creatine?,true,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Viewed a screen device in bed,false,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Feel energized throughout the day?,true,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Felt you had control over your life,true,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Felt recovered,true,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Experiencing a fever,false,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Hydrated sufficiently,true,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,See direct sunlight upon waking up?,true,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Spend time outdoors?,true,
2023-04-18 23:30:51,2023-04-19 23:08:58,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Travel on a plane?,false,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Have any alcoholic drinks?,false,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Felt nervous or anxious,false,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,See artificial light upon waking up?,false,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Experience bloating?,false,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Have any caffeine? ,true,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Experiencing COVID-19 symptoms,false,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Take creatine?,true,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Viewed a screen device in bed,false,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Feel energized throughout the day?,true,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Felt you had control over your life,true,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Felt recovered,true,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Experiencing a fever,false,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Hydrated sufficiently,true,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,See direct sunlight upon waking up?,true,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Spend time outdoors?,true,
2023-04-18 00:28:33,2023-04-18 23:30:51,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Travel on a plane?,false,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Have any alcoholic drinks?,false,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Felt nervous or anxious,false,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,See artificial light upon waking up?,false,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Experience bloating?,false,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Have any caffeine? ,true,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Experiencing COVID-19 symptoms,false,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Take creatine?,true,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Viewed a screen device in bed,false,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Feel energized throughout the day?,true,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Felt you had control over your life,true,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Felt recovered,true,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Experiencing a fever,false,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Hydrated sufficiently,true,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,See direct sunlight upon waking up?,false,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Spend time outdoors?,true,
2023-04-02 23:20:29,2023-04-04 00:36:43,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Travel on a plane?,false,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Have any alcoholic drinks?,false,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Felt nervous or anxious,false,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,See artificial light upon waking up?,false,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Experience bloating?,false,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Have any caffeine? ,true,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Experiencing COVID-19 symptoms,false,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Take creatine?,true,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Viewed a screen device in bed,false,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Feel energized throughout the day?,false,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Felt you had control over your life,true,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Felt recovered,true,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Experiencing a fever,false,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Hydrated sufficiently,true,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,See direct sunlight upon waking up?,false,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Spend time outdoors?,false,
2023-03-30 21:20:10,2023-03-31 23:42:57,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Travel on a plane?,false,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Have any alcoholic drinks?,true,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Felt nervous or anxious,false,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,See artificial light upon waking up?,false,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Experience bloating?,false,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Have any caffeine? ,true,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Experiencing COVID-19 symptoms,false,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Take creatine?,true,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Viewed a screen device in bed,false,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Feel energized throughout the day?,false,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Felt you had control over your life,true,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Felt recovered,true,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Experiencing a fever,false,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Hydrated sufficiently,true,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,See direct sunlight upon waking up?,false,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Spend time outdoors?,false,
2023-03-28 23:20:49,2023-03-30 02:58:23,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Travel on a plane?,false,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Have any alcoholic drinks?,false,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Felt nervous or anxious,false,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,See artificial light upon waking up?,false,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Experience bloating?,false,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Have any caffeine? ,true,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Experiencing COVID-19 symptoms,false,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Take creatine?,true,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Viewed a screen device in bed,false,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Feel energized throughout the day?,false,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Felt you had control over your life,true,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Felt recovered,true,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Experiencing a fever,false,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Hydrated sufficiently,true,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,See direct sunlight upon waking up?,true,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Spend time outdoors?,false,
2023-03-26 22:37:07,2023-03-27 23:19:34,UTC+01:00,Read (non-screened device) while in bed?,false,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Travel on a plane?,false,
